Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Education,Q5_Occupation,Q6_Monthly_Income,Q7_Sustainability_Awareness_1to5,Q8_Action_PublicTransport,Q8_Action_EcoProducts,Q8_Action_PlasticReduce,Q8_Action_EnergyConserve,Q8_Action_WasteSegregation,Q8_Action_DietChange,Q8_Action_SolarEnergy,Q8_Action_None,Q9_EcoChoice_Frequency,Q10_Primary_Commute,Q11_EnvImpact_OnPurchase_1to5,Q12_App_Comfort,Q13_App_UPI,Q13_App_Fitness,Q13_App_Loyalty,Q13_App_FoodDelivery,Q13_App_Ecommerce,Q13_App_Fintech,Q13_App_None,Q14_DataTracking_Consent,Q15_Likelihood_Download_1to5,Q16_Reward_Cashback,Q16_Reward_EcoDiscounts,Q16_Reward_Vouchers,Q16_Reward_TreePlanting,Q16_Reward_Leaderboard,Q16_Reward_Insurance,Q16_Reward_NGO,Q17_WTP_Premium_Subscription,Q18_Monthly_EcoSpend_Category,Q19_Price_Premium_Willingness,Q20_Brand_Trust_1to5,Q21_Barrier_TooExpensive,Q21_Barrier_DontKnowImpact,Q21_Barrier_Inconvenient,Q21_Barrier_NoImpact,Q21_Barrier_TimeConstraint,Q21_Barrier_None,Q22_BrandPref_OrganicFood,Q22_BrandPref_SustFashion,Q22_BrandPref_EV,Q22_BrandPref_CleanBeauty,Q22_BrandPref_HomeKitchen,Q22_BrandPref_GreenTravel,Q22_BrandPref_Solar,Q22_BrandPref_FinancialProducts,Q23_Social_Influence_1to5,Q24_Group_Challenge_Interest,Q25_NPS_0to10,Q26_Environmental_Identity,Q27_Loss_Aversion_Type,Q28_Rewards_Engagement_Depth,Q29_Household_Decision_Role,Q30_Channel_Instagram,Q30_Channel_WhatsApp,Q30_Channel_LinkedIn,Q30_Channel_NewsDigital,Q30_Channel_FriendsFamily,Q30_Channel_OTTAds,Q30_Channel_Influencer,Q30_Channel_Google,TARGET_Will_Adopt_App_0or1,TARGET_Monthly_EcoSpend_INR,TARGET_WTP_Monthly_INR,Noise_Flag,Internal_Tech_Score,Internal_Green_Score,Internal_Spend_Power,Internal_Social_Score
GL2025238,45-54,Female,Tier-3,Postgraduate,Salaried-Private,Above 2L,2,0,0,1,1,0,0,0,0,Always,Personal car/SUV,2,Very comfortable,1,0,0,0,0,0,0,Willing if improves rewards,3,0,0,0,0,0,1,0,50-99/mo,1500-3000,Up to 10% more,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,Yes-love it,4,Not relevant,Both equal,Actively track,Joint with spouse,1,0,0,0,0,0,0,1,1,2648.0,80.0,0,0.4869,0.2761,0.5553,0.3059
GL2025239,25-34,Male,Tier-3,High school or below,Self-employed,Below 15k,1,0,0,0,1,0,0,0,0,Occasionally,Bus/Auto,1,Not comfortable,0,0,1,0,0,0,0,Willing if improves rewards,2,1,0,0,0,0,0,0,Up to 49/mo,3000-6000,Up to 10% more,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,Not interested,2,Core identity,Loss motivated (lose coins),Check occasionally,Decide independently,0,1,0,0,0,0,0,1,0,5101.0,26.0,0,0.1294,0.0363,0.1465,0.2786
GL2025240,45-54,Male,Tier-2,Undergraduate,Self-employed,Below 15k,2,0,0,1,0,0,0,0,0,Rarely,Metro/Train,1,Not comfortable,1,0,0,1,1,0,0,Not willing,2,0,0,0,0,1,0,0,Up to 49/mo,Under 500,Up to 5% more,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Maybe depends,3,Care but not central,Loss motivated (lose coins),Rarely check,Decide for household,0,0,0,0,0,0,0,1,0,289.0,24.0,0,0.4069,0.3371,0.2048,0.1431
GL2025241,35-44,Male,Tier-2,High school or below,Homemaker,15k-30k,2,0,1,0,1,0,1,0,0,Never,Personal car/SUV,2,Very comfortable,0,0,1,1,1,1,0,Fully willing,2,0,1,1,0,0,0,0,Free only,Under 500,Up to 20% more,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,Yes-love it,3,Care but not central,Loss motivated (lose coins),Rarely check,Joint with spouse,0,1,0,0,0,0,1,0,1,276.0,0.0,0,0.3392,0.2178,0.3849,0.3203
GL2025242,25-34,Male,Metro,Postgraduate,Salaried-Private,30k-60k,3,1,0,0,1,0,0,1,0,Never,Personal car/SUV,3,Not comfortable,1,1,1,1,0,1,0,Willing if anonymized,2,0,0,1,1,1,0,0,100-199/mo,Under 500,Up to 20% more,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,No-prefer solo,3,Care but not central,Gain motivated (earn coins),Actively track,Decide for household,1,0,0,0,0,1,0,0,0,243.0,110.0,0,0.5712,0.3581,0.2454,0.1093
GL2025243,35-44,Non-binary/Other,Tier-3,Postgraduate,Self-employed,15k-30k,5,0,0,1,1,1,0,1,0,Always,Two-wheeler,3,Not comfortable,1,0,0,0,0,1,0,Not willing,2,1,0,0,0,0,0,0,Free only,1500-3000,Up to 5% more,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,No-prefer solo,0,Aware not priority,Gain motivated (earn coins),Rarely check,Decide independently,0,1,0,0,0,0,0,0,1,2564.0,0.0,1,0.1428,0.4731,0.0949,0.0095
GL2025244,35-44,Female,Tier-3,Undergraduate,Salaried-Private,15k-30k,2,0,0,1,0,0,1,0,0,Always,Metro/Train,2,Very comfortable,1,0,0,0,1,0,0,Willing if anonymized,3,1,0,0,0,0,0,0,50-99/mo,Zero,No premium,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,Not interested,2,Core identity,Loss motivated (lose coins),Actively track,Decide for household,0,0,0,1,0,0,0,0,0,0.0,72.0,0,0.4019,0.2472,0.2528,0.3429
GL2025245,35-44,Male,Tier-3,High school or below,Salaried-Private,15k-30k,2,0,0,0,0,0,0,0,1,Always,Cycling/Walking,2,Very comfortable,0,0,0,0,0,1,0,Fully willing,2,1,0,0,1,0,0,1,400+/mo,Under 500,No premium,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,Not interested,3,Care but not central,Gain motivated (earn coins),Check occasionally,Decide for household,0,0,0,1,0,0,0,1,0,211.0,427.0,0,0.4649,0.1856,0.2101,0.2049
GL2025246,35-44,Male,Rural,High school or below,Salaried-Govt,30k-60k,2,1,0,1,0,0,0,1,0,Occasionally,Bus/Auto,2,Very comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,0,0,0,0,0,0,1,Free only,500-1500,Up to 10% more,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,Maybe depends,0,Aware not priority,Gain motivated (earn coins),Rarely check,Decide independently,0,1,0,0,0,1,0,0,0,1034.0,0.0,0,0.246,0.1369,0.1349,0.0906
GL2025247,25-34,Female,Tier-3,Postgraduate,Salaried-Private,Below 15k,2,0,0,0,1,0,0,0,0,Frequently,Cycling/Walking,2,Very comfortable,1,0,0,0,0,0,0,Fully willing,2,1,1,0,0,1,0,0,200-399/mo,Under 500,No premium,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,Yes-love it,4,Not relevant,Both equal,Strategically maximise,Decide independently,1,0,0,0,0,0,1,0,1,260.0,195.0,0,0.4429,0.2856,0.3016,0.5158
GL2025248,25-34,Female,Tier-3,Undergraduate,Salaried-Private,15k-30k,3,0,0,0,0,0,0,0,1,Occasionally,Two-wheeler,3,Very comfortable,0,1,0,0,0,0,0,Willing if improves rewards,3,0,0,1,0,0,0,0,Free only,Zero,Up to 10% more,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,Maybe depends,4,Core identity,Gain motivated (earn coins),Actively track,Decide independently,0,0,0,0,0,1,0,1,1,0.0,0.0,0,0.4914,0.37,0.2509,0.3391
GL2025249,35-44,Male,Tier-2,Undergraduate,Salaried-Private,30k-60k,1,1,1,0,1,0,1,0,0,Frequently,Work from home,3,Somewhat comfortable,1,1,1,1,0,1,0,Willing if improves rewards,2,1,0,0,0,0,0,0,Free only,1500-3000,Up to 5% more,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,No-prefer solo,3,Core identity,Neither,Rarely check,Decide for household,0,0,0,1,0,1,0,0,0,2468.0,0.0,0,0.3835,0.2744,0.1684,0.2654
GL2025250,55+,Male,Tier-3,High school or below,Business owner,15k-30k,1,0,1,1,0,0,1,0,0,Never,Bus/Auto,1,Somewhat comfortable,1,0,1,1,1,0,0,Willing if anonymized,1,0,0,0,0,0,0,0,Up to 49/mo,3000-6000,No premium,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,Not interested,2,Aware not priority,Gain motivated (earn coins),Actively track,Joint with spouse,0,0,1,0,0,0,1,0,0,4470.0,31.0,0,0.0,0.0831,0.1358,0.1774
GL2025251,35-44,Male,Tier-3,Postgraduate,Salaried-Private,60k-1L,2,0,1,1,1,0,0,0,0,Rarely,Two-wheeler,3,Somewhat comfortable,1,0,0,0,1,1,0,Willing if improves rewards,3,0,1,0,0,0,0,0,Free only,500-1500,No premium,3,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,Yes-love it,2,Care but not central,Loss motivated (lose coins),Rarely check,Decide independently,0,0,0,1,0,0,0,1,0,873.0,0.0,0,0.4973,0.2752,0.5076,0.0986
GL2025252,35-44,Female,Metro,Postgraduate,Self-employed,30k-60k,3,1,1,0,1,0,0,0,0,Always,Metro/Train,3,Very comfortable,1,0,0,1,0,0,0,Willing if improves rewards,3,1,0,0,1,0,0,0,200-399/mo,Zero,Up to 5% more,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,Yes-love it,4,Core identity,Loss motivated (lose coins),Rarely check,Joint with spouse,0,0,0,0,0,1,0,0,0,0.0,298.0,0,0.4124,0.5626,0.4321,0.2512
GL2025253,25-34,Male,Tier-2,High school or below,Self-employed,30k-60k,3,1,0,0,1,0,1,0,0,Occasionally,Two-wheeler,3,Somewhat comfortable,1,1,1,1,1,0,0,Not willing,3,1,0,0,0,0,0,0,400+/mo,1500-3000,Up to 20% more,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3,Maybe depends,3,Aware not priority,Loss motivated (lose coins),Rarely check,Decide for household,0,1,0,0,0,0,1,0,1,1994.0,378.0,0,0.3097,0.2541,0.4059,0.3063
GL2025254,55+,Female,Tier-2,High school or below,Retired,60k-1L,3,0,0,0,0,0,0,0,1,Never,Two-wheeler,1,Somewhat comfortable,0,0,1,1,1,0,0,Not willing,2,0,0,1,0,0,0,0,100-199/mo,1500-3000,No premium,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,Maybe depends,4,Aware not priority,Loss motivated (lose coins),Strategically maximise,Decide independently,0,0,0,1,1,0,0,0,0,1994.0,172.0,0,0.3331,0.3235,0.4443,0.3108
GL2025255,25-34,Female,Metro,Undergraduate,Salaried-Private,60k-1L,3,0,0,1,1,0,1,0,0,Frequently,Metro/Train,3,Very comfortable,1,0,1,1,0,0,0,Not willing,3,0,0,1,0,1,0,0,Up to 49/mo,500-1500,Up to 5% more,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,Maybe depends,5,Care but not central,Loss motivated (lose coins),Strategically maximise,Someone else decides,0,0,0,0,1,0,1,0,1,1135.0,24.0,4,0.5025,0.4489,0.6124,0.4252
GL2025256,18-24,Female,Rural,Undergraduate,Salaried-Govt,Below 15k,2,1,0,0,1,0,0,0,0,Never,Bus/Auto,3,Somewhat comfortable,0,0,0,1,1,0,0,Willing if anonymized,2,1,1,0,1,0,0,0,50-99/mo,1500-3000,Price irrelevant,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,No-prefer solo,3,Care but not central,Neither,Check occasionally,Decide independently,1,0,0,0,0,0,0,0,1,2400.0,75.0,0,0.1682,0.4156,0.0709,0.192
GL2025257,25-34,Male,Tier-2,High school or below,Salaried-Private,15k-30k,3,1,0,0,0,0,1,0,0,Never,Bus/Auto,3,Somewhat comfortable,0,0,1,1,0,0,0,Willing if anonymized,2,0,0,0,0,1,0,0,Up to 49/mo,1500-3000,Up to 10% more,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,No-prefer solo,4,Aware not priority,Gain motivated (earn coins),Actively track,Decide independently,0,0,0,0,0,0,1,0,0,2234.0,21.0,0,0.4028,0.4784,0.1939,0.4172
GL2025258,35-44,Male,Rural,High school or below,Business owner,Below 15k,3,0,0,0,0,1,0,0,0,Frequently,Bus/Auto,2,Somewhat comfortable,1,0,0,0,1,0,0,Fully willing,1,1,0,1,1,0,0,0,Up to 49/mo,1500-3000,Up to 5% more,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Not interested,1,Aware not priority,Both equal,Rarely check,Joint with parents,1,0,0,0,0,1,0,0,0,1710.0,19.0,1,0.1278,0.0853,0.1397,0.0
GL2025259,25-34,Male,Tier-3,Undergraduate,Self-employed,15k-30k,2,0,0,0,0,1,0,0,0,Always,Two-wheeler,2,Not comfortable,1,0,0,0,1,1,0,Willing if anonymized,2,1,1,1,0,0,0,0,100-199/mo,Under 500,No premium,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,Maybe depends,4,Core identity,Gain motivated (earn coins),Check occasionally,Joint with spouse,1,0,0,0,0,0,1,0,0,276.0,128.0,0,0.3992,0.2261,0.2785,0.175
GL2025260,35-44,Male,Tier-2,High school or below,Self-employed,30k-60k,2,1,0,0,0,0,0,0,0,Occasionally,Cycling/Walking,1,Not comfortable,1,1,0,0,1,0,0,Willing if anonymized,3,0,1,0,0,0,0,1,50-99/mo,1500-3000,Price irrelevant,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,Maybe depends,2,Aware not priority,Both equal,Check occasionally,Decide for household,0,1,0,0,1,0,0,0,1,2391.0,55.0,0,0.2843,0.3049,0.2778,0.3321
GL2025261,25-34,Male,Rural,High school or below,Self-employed,Below 15k,2,0,0,0,1,1,0,0,0,Occasionally,Personal car/SUV,2,Somewhat comfortable,0,0,1,0,0,0,0,Not willing,2,0,0,0,1,0,0,0,Up to 49/mo,Under 500,Up to 5% more,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,No-prefer solo,3,Aware not priority,Both equal,Check occasionally,Decide independently,0,0,0,0,0,0,1,0,0,238.0,35.0,0,0.1231,0.3588,0.2227,0.1258
GL2025262,25-34,Female,Tier-3,High school or below,Salaried-Private,Below 15k,2,0,0,0,1,1,0,1,0,Frequently,Cycling/Walking,2,Not comfortable,1,1,0,0,1,0,0,Willing if anonymized,2,0,0,1,0,0,0,0,100-199/mo,Under 500,Up to 10% more,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,Maybe depends,3,Core identity,Gain motivated (earn coins),Check occasionally,Decide for household,0,1,0,0,0,0,0,0,1,233.0,161.0,0,0.394,0.2513,0.1383,0.4102
GL2025263,35-44,Female,Rural,High school or below,Salaried-Govt,1L-2L,3,0,0,0,1,0,0,1,0,Never,Bus/Auto,2,Somewhat comfortable,1,0,0,0,0,1,0,Not willing,2,1,0,0,0,0,1,0,Free only,3000-6000,Price irrelevant,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,No-prefer solo,4,Aware not priority,Neither,Strategically maximise,Joint with spouse,0,1,0,0,0,0,0,1,1,4625.0,0.0,0,0.2148,0.3939,0.4438,0.1705
GL2025264,25-34,Male,Tier-3,Undergraduate,Salaried-Private,15k-30k,2,0,0,1,0,0,0,0,0,Frequently,Two-wheeler,1,Very comfortable,1,0,0,0,1,1,0,Fully willing,3,0,0,0,0,0,0,0,100-199/mo,Zero,Up to 10% more,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,No-prefer solo,3,Not relevant,Loss motivated (lose coins),Check occasionally,Decide independently,1,1,0,0,0,0,0,0,0,0.0,200.0,0,0.5245,0.1694,0.2436,0.3029
GL2025265,25-34,Female,Rural,High school or below,Salaried-Govt,30k-60k,3,0,0,0,0,1,1,0,0,Never,Two-wheeler,3,Not comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,0,0,0,0,0,0,0,50-99/mo,500-1500,No premium,2,0,0,0,1,0,1,1,0,1,1,1,0,0,0,2,No-prefer solo,3,Not relevant,Neither,Rarely check,Decide independently,0,1,0,0,0,0,1,0,1,1049.0,65.0,0,0.2099,0.4063,0.2368,0.3251
GL2025266,55+,Female,Tier-2,Postgraduate,Business owner,30k-60k,2,0,0,0,0,0,0,0,1,Frequently,Bus/Auto,2,Not comfortable,1,1,0,1,0,1,0,Willing if anonymized,2,1,0,0,0,0,0,0,50-99/mo,Under 500,Up to 5% more,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,Maybe depends,5,Care but not central,Gain motivated (earn coins),Strategically maximise,Decide independently,1,1,0,0,0,0,0,0,1,299.0,78.0,0,0.2365,0.2991,0.3884,0.092
GL2025267,18-24,Male,Rural,High school or below,Self-employed,Below 15k,2,0,1,1,0,0,0,0,0,Never,Personal car/SUV,4,Very comfortable,1,0,0,0,0,0,0,Fully willing,1,0,1,1,0,0,0,1,50-99/mo,3000-6000,Up to 20% more,2,0,0,0,0,1,1,1,0,0,1,1,1,0,0,2,Maybe depends,0,Aware not priority,Both equal,Rarely check,Someone else decides,1,1,0,0,0,0,0,0,1,4668.0,80.0,0,0.2644,0.3948,0.2064,0.1702
GL2025268,18-24,Male,Tier-2,Postgraduate,Student,Above 2L,2,1,1,1,1,1,0,0,0,Occasionally,Personal car/SUV,2,Not comfortable,1,1,1,1,0,0,0,Willing if anonymized,2,0,0,0,1,0,1,0,Up to 49/mo,3000-6000,Up to 5% more,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,Maybe depends,4,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with parents,1,0,0,0,0,1,0,0,1,4356.0,33.0,0,0.7567,0.2865,0.6611,0.2318
GL2025269,18-24,Male,Tier-3,Undergraduate,Salaried-Govt,60k-1L,2,0,0,0,0,0,1,0,0,Frequently,Cycling/Walking,2,Not comfortable,1,1,0,0,1,0,0,Willing if improves rewards,2,1,0,0,1,0,1,0,100-199/mo,Above 6000,No premium,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,No-prefer solo,2,Core identity,Gain motivated (earn coins),Check occasionally,Decide for household,1,0,0,0,1,0,0,0,1,6885.0,157.0,0,0.4923,0.3322,0.3224,0.2547
GL2025270,25-34,Male,Tier-2,Postgraduate,Salaried-Govt,30k-60k,2,0,0,1,0,0,0,0,0,Occasionally,Work from home,3,Somewhat comfortable,1,0,1,1,1,1,0,Willing if anonymized,2,0,0,1,0,0,0,0,Up to 49/mo,500-1500,No premium,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Not interested,2,Core identity,Gain motivated (earn coins),Check occasionally,Joint with spouse,0,0,0,0,0,0,1,1,1,959.0,25.0,0,0.326,0.468,0.3293,0.3273
GL2025271,25-34,Male,Metro,Postgraduate,Self-employed,60k-1L,2,1,0,1,0,0,0,0,0,Never,Personal car/SUV,2,Very comfortable,1,1,0,1,1,1,0,Willing if anonymized,3,1,1,1,0,0,0,0,100-199/mo,500-1500,Up to 10% more,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,Maybe depends,4,Care but not central,Gain motivated (earn coins),Strategically maximise,Decide for household,1,0,0,0,1,0,0,0,1,1221.0,204.0,0,0.61,0.4011,0.4064,0.1897
GL2025272,18-24,Female,Metro,Undergraduate,Student,30k-60k,3,0,1,0,1,0,0,1,0,Always,Metro/Train,2,Not comfortable,0,0,0,1,1,0,0,Willing if anonymized,4,1,1,1,0,0,0,0,200-399/mo,Zero,Price irrelevant,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,Maybe depends,6,Not relevant,Gain motivated (earn coins),Strategically maximise,Decide independently,0,1,0,0,0,1,0,0,0,0.0,358.0,0,0.5022,0.5271,0.428,0.4241
GL2025273,25-34,Female,Metro,Undergraduate,Retired,60k-1L,2,1,0,0,0,1,0,0,0,Rarely,Two-wheeler,2,Somewhat comfortable,1,1,0,1,1,1,0,Willing if anonymized,2,0,0,0,0,1,0,0,Free only,Under 500,Up to 20% more,2,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,Yes-love it,2,Aware not priority,Gain motivated (earn coins),Rarely check,Joint with spouse,1,0,0,1,0,0,0,0,1,221.0,0.0,0,0.3525,0.3774,0.405,0.1783
GL2025274,25-34,Male,Tier-3,Postgraduate,Student,Below 15k,2,1,1,0,0,0,1,0,0,Frequently,Personal car/SUV,2,Very comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,0,0,1,0,0,0,0,Free only,Under 500,Up to 5% more,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,No-prefer solo,2,Care but not central,Loss motivated (lose coins),Strategically maximise,Decide independently,0,1,0,0,1,0,0,0,0,250.0,0.0,0,0.4183,0.2868,0.0658,0.06
GL2025275,18-24,Male,Tier-2,Postgraduate,Salaried-Private,30k-60k,2,1,1,0,0,0,0,0,0,Rarely,Two-wheeler,2,Somewhat comfortable,1,1,0,1,0,1,0,Willing if anonymized,3,1,0,1,0,0,0,0,Up to 49/mo,Under 500,Up to 10% more,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,Maybe depends,3,Care but not central,Neither,Strategically maximise,Someone else decides,1,0,0,0,0,0,1,0,0,302.0,25.0,0,0.5821,0.2019,0.2835,0.2624
GL2025276,45-54,Male,Tier-2,Doctoral,Business owner,Above 2L,2,1,0,0,0,1,0,0,0,Never,Work from home,1,Somewhat comfortable,0,0,0,0,1,0,0,Willing if anonymized,3,0,0,0,0,0,1,0,Up to 49/mo,1500-3000,Price irrelevant,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,No-prefer solo,3,Not relevant,Loss motivated (lose coins),Rarely check,Joint with spouse,0,1,0,0,0,0,1,0,0,2509.0,28.0,0,0.2889,0.1954,0.5472,0.0714
GL2025277,35-44,Female,Rural,Undergraduate,Salaried-Private,Below 15k,2,0,1,1,0,0,0,0,0,Never,Cycling/Walking,2,Somewhat comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,0,0,0,0,0,0,0,Free only,Zero,Up to 10% more,3,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,Yes-love it,3,Care but not central,Gain motivated (earn coins),Actively track,Decide for household,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0.2839,0.2826,0.1449,0.2925
GL2025278,55+,Female,Metro,Doctoral,Business owner,60k-1L,1,1,1,0,1,1,0,0,0,Occasionally,Metro/Train,3,Somewhat comfortable,1,1,0,1,0,0,0,Willing if improves rewards,2,0,0,1,0,0,1,0,Free only,500-1500,Up to 10% more,3,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,Yes-love it,2,Aware not priority,Gain motivated (earn coins),Rarely check,Decide independently,0,0,0,1,0,1,0,0,0,1065.0,0.0,1,0.2442,0.557,0.567,0.0
GL2025279,18-24,Female,Tier-2,Undergraduate,Salaried-Private,Below 15k,2,1,0,0,1,0,1,0,0,Occasionally,Two-wheeler,2,Very comfortable,1,1,0,1,1,0,0,Willing if anonymized,2,0,1,0,0,1,0,0,Up to 49/mo,500-1500,Up to 10% more,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,Yes-love it,4,Core identity,Loss motivated (lose coins),Actively track,Joint with parents,1,0,0,0,0,0,0,0,1,1020.0,24.0,0,0.4584,0.3805,0.2433,0.3462
GL2025280,18-24,Male,Tier-3,High school or below,Homemaker,30k-60k,2,0,0,1,1,0,0,0,0,Occasionally,Two-wheeler,2,Not comfortable,1,0,1,0,1,1,0,Not willing,3,1,0,1,0,0,0,0,50-99/mo,Zero,Price irrelevant,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,Not interested,2,Care but not central,Both equal,Rarely check,Joint with parents,1,0,0,0,0,0,0,0,0,0.0,86.0,0,0.4102,0.2673,0.4456,0.2188
GL2025281,35-44,Female,Tier-2,Postgraduate,Business owner,60k-1L,3,1,1,1,1,0,1,0,0,Rarely,Work from home,2,Somewhat comfortable,1,0,1,0,0,1,0,Willing if improves rewards,3,0,0,0,1,0,0,0,50-99/mo,3000-6000,Up to 10% more,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,Maybe depends,2,Core identity,Both equal,Actively track,Decide independently,0,0,1,1,0,0,0,0,1,4801.0,78.0,0,0.4665,0.4384,0.4165,0.2373
GL2025282,35-44,Female,Rural,High school or below,Self-employed,Below 15k,2,0,1,0,0,1,0,0,0,Rarely,Bus/Auto,2,Not comfortable,1,0,0,1,0,0,0,Willing if improves rewards,1,0,0,1,0,1,0,0,Up to 49/mo,Under 500,Up to 5% more,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3,Yes-love it,2,Core identity,Gain motivated (earn coins),Actively track,Joint with spouse,1,0,0,0,1,0,0,0,0,201.0,23.0,0,0.1464,0.2648,0.0,0.3849
GL2025283,35-44,Male,Metro,High school or below,Salaried-Private,Below 15k,2,0,0,1,0,0,0,0,0,Always,Work from home,1,Not comfortable,1,0,0,0,1,0,0,Fully willing,2,1,0,0,0,0,0,0,Up to 49/mo,1500-3000,Up to 5% more,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,No-prefer solo,2,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,0,0,0,0,0,0,2677.0,29.0,0,0.2092,0.2142,0.2143,0.2687
GL2025284,25-34,Female,Metro,Undergraduate,Salaried-Private,30k-60k,2,1,0,0,1,1,0,0,0,Frequently,Two-wheeler,3,Very comfortable,0,0,0,0,1,0,0,Willing if improves rewards,3,1,1,1,0,0,0,0,Free only,Under 500,Up to 10% more,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,Yes-love it,4,Aware not priority,Loss motivated (lose coins),Actively track,Joint with spouse,0,0,0,0,1,0,1,0,1,174.0,0.0,0,0.4214,0.3507,0.4135,0.2419
GL2025285,18-24,Female,Tier-3,High school or below,Business owner,60k-1L,3,0,1,1,0,1,0,0,0,Always,Bus/Auto,3,Very comfortable,1,1,1,1,1,0,0,Willing if anonymized,3,1,1,0,0,0,1,0,200-399/mo,1500-3000,Up to 5% more,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,3,Yes-love it,2,Core identity,Loss motivated (lose coins),Actively track,Decide independently,0,1,0,0,1,0,0,0,0,2272.0,315.0,0,0.4377,0.5219,0.2894,0.3865
GL2025286,18-24,Female,Rural,High school or below,Student,30k-60k,2,1,0,1,1,1,0,0,0,Never,Metro/Train,3,Not comfortable,1,0,0,0,0,0,0,Not willing,4,0,1,0,1,0,0,0,Free only,3000-6000,Up to 10% more,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,Maybe depends,3,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with spouse,1,0,1,0,0,0,0,0,1,4050.0,0.0,0,0.3554,0.3357,0.3892,0.513
GL2025287,55+,Male,Rural,High school or below,Self-employed,Below 15k,2,1,0,1,0,0,0,0,0,Never,Personal car/SUV,2,Somewhat comfortable,1,0,1,0,0,0,0,Willing if anonymized,2,0,0,1,0,0,0,0,400+/mo,500-1500,No premium,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Maybe depends,1,Care but not central,Gain motivated (earn coins),Actively track,Joint with spouse,1,1,0,0,0,0,0,0,0,1034.0,666.0,0,0.1585,0.2031,0.1389,0.0
GL2025288,55+,Male,Rural,High school or below,Self-employed,1L-2L,1,0,0,0,0,0,0,0,1,Occasionally,Bus/Auto,1,Somewhat comfortable,1,0,0,0,0,0,0,Not willing,2,0,1,0,0,0,0,0,50-99/mo,Zero,Up to 10% more,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,No-prefer solo,0,Care but not central,Gain motivated (earn coins),Actively track,Joint with spouse,0,0,0,1,1,0,0,0,0,0.0,80.0,2,0.0289,0.0,0.0656,0.0418
